Price,Location
19.6,Delhi
2.6,Delhi
3.76,Mumbai
4.75,Chennai
1.75,Mumbai
3.95,Bangalore
1.0,Pune
4.5,Jaipur
17.23,Coimbatore
5.76,Kochi
4.32,Coimbatore
1.9,Delhi
5.5,Pune
13.5,Mumbai
9.75,Bangalore
9.44,Hyderabad
4.45,Mumbai
8.85,Pune
2.15,Delhi
4.89,Kochi
6.25,Hyderabad
4.8,Chennai
1.8,Jaipur
7.25,Kolkata
7.56,Coimbatore
6.82,Kochi
1.8,Jaipur
11.5,Pune
2.8,Chennai
5.5,Hyderabad
2.7,Kolkata
3.25,Jaipur
10.9,Coimbatore
4.07,Kochi
18.0,Ahmedabad
2.95,Mumbai
7.5,Mumbai
32.73,Coimbatore
21.5,Delhi
2.5,Pune
5.5,Ahmedabad
7.5,Mumbai
1.55,Mumbai
29.0,Kolkata
8.4,Coimbatore
6.5,Hyderabad
2.35,Mumbai
5.55,Mumbai
5.35,Mumbai
5.25,Chennai
5.87,Coimbatore
5.36,Kochi
7.75,Bangalore
5.41,Kochi
3.65,Bangalore
5.25,Pune
6.25,Kolkata
3.47,Coimbatore
8.85,Mumbai
0.85,Pune
13.65,Mumbai
50.22,Coimbatore
7.75,Ahmedabad
10.05,Coimbatore
9.75,Kolkata
23.0,Delhi
21.42,Coimbatore
0.7,Jaipur
5.21,Delhi
7.5,Hyderabad
2.65,Delhi
1.75,Chennai
1.0,Jaipur
33.0,Delhi
2.2,Kolkata
12.83,Kochi
68.94,Kochi
4.1,Mumbai
2.85,Jaipur
3.7,Mumbai
9.06,Coimbatore
4.75,Delhi
6.6,Jaipur
3.5,Chennai
2.0,Pune
3.89,Mumbai
3.6,Jaipur
6.95,Mumbai
7.03,Coimbatore
16.5,Ahmedabad
7.67,Coimbatore
23.19,Coimbatore
6.21,Kochi
45.82,Coimbatore
5.95,Mumbai
11.0,Delhi
7.19,Coimbatore
6.4,Delhi
26.0,Chennai
4.5,Hyderabad
3.1,Chennai
5.95,Delhi
1.2,Delhi
52.0,Chennai
48.0,Bangalore
21.99,Hyderabad
4.3,Hyderabad
3.75,Pune
8.95,Mumbai
4.75,Pune
14.6,Coimbatore
17.5,Mumbai
5.2,Kolkata
6.04,Coimbatore
2.7,Chennai
6.75,Chennai
2.35,Kolkata
5.0,Hyderabad
6.95,Kolkata
6.7,Jaipur
25.0,Hyderabad
3.75,Chennai
3.75,Chennai
5.1,Pune
2.45,Mumbai
3.25,Kolkata
5.5,Kolkata
3.77,Kochi
49.24,Coimbatore
3.04,Kochi
4.9,Delhi
6.25,Bangalore
33.0,Hyderabad
27.0,Chennai
5.21,Coimbatore
5.75,Mumbai
16.58,Coimbatore
11.0,Delhi
2.8,Pune
37.99,Kochi
3.65,Delhi
6.0,Hyderabad
4.54,Coimbatore
5.4,Kochi
3.3,Mumbai
18.25,Hyderabad
3.1,Bangalore
3.84,Kochi
2.44,Kolkata
3.6,Bangalore
3.9,Mumbai
2.9,Chennai
3.5,Chennai
3.5,Chennai
3.5,Jaipur
7.0,Hyderabad
8.7,Chennai
45.0,Hyderabad
1.8,Hyderabad
0.99,Kolkata
4.8,Kolkata
17.95,Mumbai
13.0,Chennai
5.66,Kochi
3.1,Delhi
6.54,Kochi
13.2,Hyderabad
56.8,Kochi
19.4,Kochi
1.65,Ahmedabad
4.35,Jaipur
6.5,Hyderabad
1.11,Delhi
5.5,Mumbai
11.0,Delhi
3.9,Pune
1.8,Pune
6.22,Kochi
4.3,Hyderabad
5.99,Hyderabad
6.0,Delhi
5.85,Delhi
19.94,Kochi
2.9,Chennai
4.25,Mumbai
5.99,Hyderabad
3.3,Kolkata
8.08,Coimbatore
4.5,Jaipur
6.5,Hyderabad
3.9,Bangalore
5.25,Delhi
17.0,Bangalore
3.5,Ahmedabad
3.0,Hyderabad
4.87,Coimbatore
6.0,Jaipur
15.5,Mumbai
1.6,Pune
7.25,Pune
3.25,Mumbai
3.4,Kolkata
30.5,Coimbatore
7.97,Kochi
13.51,Delhi
5.43,Kochi
2.6,Chennai
2.75,Kolkata
8.75,Kolkata
5.41,Coimbatore
8.55,Kochi
8.25,Mumbai
23.58,Kochi
4.49,Coimbatore
12.99,Hyderabad
2.8,Bangalore
8.43,Coimbatore
47.5,Hyderabad
8.95,Mumbai
5.5,Jaipur
4.75,Jaipur
4.75,Jaipur
9.5,Pune
3.77,Coimbatore
4.25,Delhi
19.9,Mumbai
4.0,Chennai
4.16,Kochi
38.0,Bangalore
6.34,Kochi
4.5,Pune
3.75,Chennai
10.2,Delhi
5.0,Chennai
3.95,Mumbai
9.75,Coimbatore
7.93,Kochi
2.1,Hyderabad
16.42,Coimbatore
8.9,Bangalore
7.21,Pune
13.5,Chennai
65.0,Chennai
7.4,Bangalore
5.15,Kochi
32.0,Pune
3.25,Kolkata
3.95,Kolkata
1.5,Pune
3.0,Pune
1.99,Kolkata
1.35,Kolkata
13.5,Hyderabad
6.99,Hyderabad
8.5,Hyderabad
2.89,Pune
10.5,Mumbai
3.97,Kochi
4.25,Chennai
6.17,Coimbatore
38.72,Coimbatore
6.5,Hyderabad
4.25,Jaipur
4.75,Kolkata
17.71,Kochi
5.85,Jaipur
17.27,Coimbatore
9.25,Hyderabad
12.75,Ahmedabad
27.0,Pune
21.0,Bangalore
7.95,Hyderabad
4.5,Hyderabad
33.75,Mumbai
17.51,Delhi
6.8,Kochi
1.68,Coimbatore
2.9,Chennai
3.16,Mumbai
3.9,Jaipur
1.95,Delhi
26.52,Kochi
9.0,Chennai
4.5,Hyderabad
8.75,Chennai
11.5,Chennai
3.0,Delhi
3.79,Coimbatore
6.0,Ahmedabad
13.25,Bangalore
8.0,Delhi
5.8,Hyderabad
13.85,Delhi
13.5,Hyderabad
25.0,Pune
5.49,Kochi
19.0,Hyderabad
2.5,Kolkata
3.0,Kolkata
6.64,Kochi
3.21,Kochi
1.55,Chennai
2.59,Hyderabad
4.0,Chennai
3.87,Jaipur
9.75,Bangalore
32.91,Kochi
16.75,Chennai
1.9,Jaipur
6.59,Kochi
31.93,Coimbatore
7.25,Jaipur
1.9,Pune
3.55,Kolkata
9.25,Hyderabad
1.65,Kochi
36.64,Coimbatore
16.0,Mumbai
5.38,Kochi
3.15,Pune
4.35,Ahmedabad
1.2,Hyderabad
4.1,Jaipur
18.75,Chennai
13.78,Coimbatore
4.0,Kolkata
4.33,Jaipur
5.43,Kochi
4.9,Mumbai
70.0,Chennai
25.5,Kolkata
5.1,Ahmedabad
6.7,Hyderabad
26.5,Hyderabad
3.9,Ahmedabad
2.7,Pune
2.95,Hyderabad
23.0,Ahmedabad
2.49,Pune
4.5,Jaipur
4.5,Delhi
6.9,Hyderabad
20.72,Kochi
2.21,Jaipur
0.55,Jaipur
13.9,Mumbai
1.46,Pune
6.0,Pune
3.0,Jaipur
3.5,Delhi
7.59,Kochi
1.99,Mumbai
3.8,Hyderabad
4.0,Bangalore
2.95,Bangalore
3.75,Delhi
2.5,Kolkata
3.75,Pune
22.0,Pune
6.14,Kochi
16.0,Pune
3.75,Hyderabad
11.75,Mumbai
24.0,Pune
8.9,Hyderabad
10.0,Chennai
5.55,Mumbai
3.59,Kochi
11.13,Coimbatore
7.2,Jaipur
2.98,Mumbai
1.7,Pune
52.0,Delhi
0.95,Pune
9.25,Mumbai
16.25,Bangalore
20.99,Kolkata
4.25,Chennai
7.2,Bangalore
4.4,Hyderabad
4.25,Pune
5.35,Ahmedabad
6.3,Coimbatore
12.5,Delhi
7.5,Ahmedabad
11.25,Delhi
7.65,Mumbai
4.5,Mumbai
7.5,Hyderabad
7.1,Kochi
2.25,Mumbai
27.0,Hyderabad
4.18,Pune
6.5,Chennai
3.15,Delhi
7.64,Pune
2.4,Hyderabad
4.25,Mumbai
9.31,Kochi
2.39,Bangalore
7.64,Kochi
6.21,Delhi
16.5,Jaipur
8.22,Kochi
28.85,Coimbatore
8.5,Mumbai
6.51,Mumbai
4.65,Mumbai
8.4,Kochi
5.75,Bangalore
1.11,Jaipur
3.93,Kochi
17.25,Mumbai
32.0,Delhi
3.45,Kochi
23.0,Pune
7.32,Kochi
4.4,Jaipur
47.35,Bangalore
4.12,Coimbatore
19.5,Chennai
6.2,Hyderabad
45.0,Bangalore
0.85,Hyderabad
2.8,Chennai
4.8,Pune
0.9,Pune
5.65,Hyderabad
14.5,Ahmedabad
5.9,Ahmedabad
5.0,Pune
4.9,Ahmedabad
4.25,Ahmedabad
10.9,Chennai
2.45,Delhi
2.5,Pune
5.75,Jaipur
5.0,Pune
4.62,Kochi
23.5,Delhi
7.25,Kolkata
11.88,Kochi
2.25,Chennai
0.85,Pune
4.0,Pune
5.1,Pune
12.5,Hyderabad
2.9,Chennai
15.96,Coimbatore
5.45,Mumbai
23.86,Kochi
1.75,Kochi
9.75,Hyderabad
4.75,Bangalore
6.25,Delhi
22.0,Bangalore
14.14,Kochi
0.95,Kolkata
11.95,Delhi
2.5,Delhi
2.75,Mumbai
5.85,Coimbatore
6.25,Ahmedabad
4.95,Mumbai
4.75,Pune
2.55,Delhi
4.5,Pune
3.01,Kochi
42.0,Hyderabad
11.5,Kolkata
10.99,Hyderabad
3.71,Jaipur
2.0,Jaipur
9.48,Kochi
1.25,Jaipur
10.9,Jaipur
5.5,Kolkata
3.71,Coimbatore
6.25,Mumbai
4.9,Chennai
1.1,Mumbai
4.72,Kochi
3.7,Kochi
24.85,Mumbai
12.25,Jaipur
3.9,Kolkata
6.28,Kochi
2.75,Mumbai
7.85,Coimbatore
2.95,Mumbai
4.85,Mumbai
30.0,Bangalore
19.9,Bangalore
10.8,Bangalore
1.75,Hyderabad
19.25,Mumbai
5.5,Delhi
2.75,Chennai
13.0,Bangalore
3.2,Mumbai
5.84,Coimbatore
24.0,Hyderabad
6.25,Chennai
36.0,Hyderabad
3.0,Chennai
11.0,Chennai
6.5,Chennai
9.4,Hyderabad
37.92,Kochi
5.25,Pune
4.5,Chennai
18.0,Chennai
5.56,Coimbatore
22.0,Bangalore
22.0,Hyderabad
2.65,Mumbai
5.85,Jaipur
6.95,Chennai
6.5,Kolkata
0.85,Jaipur
7.25,Delhi
4.5,Pune
4.25,Mumbai
26.0,Chennai
9.66,Coimbatore
6.85,Bangalore
23.68,Coimbatore
15.75,Delhi
3.5,Pune
6.99,Delhi
15.57,Coimbatore
5.29,Coimbatore
2.25,Kolkata
20.0,Chennai
47.5,Mumbai
1.22,Chennai
3.65,Chennai
3.1,Pune
11.5,Bangalore
3.46,Kochi
8.38,Coimbatore
4.8,Pune
4.5,Pune
0.8,Chennai
3.95,Kolkata
3.65,Hyderabad
10.0,Mumbai
4.0,Delhi
4.75,Hyderabad
3.1,Bangalore
3.61,Kochi
4.29,Coimbatore
2.13,Kolkata
1.1,Mumbai
13.95,Hyderabad
5.35,Mumbai
3.9,Hyderabad
2.8,Kolkata
8.75,Mumbai
19.5,Hyderabad
2.75,Kolkata
8.0,Hyderabad
5.7,Delhi
12.5,Ahmedabad
1.75,Chennai
1.9,Chennai
4.5,Ahmedabad
30.3,Mumbai
16.0,Hyderabad
32.78,Kochi
2.5,Jaipur
43.0,Hyderabad
5.38,Kochi
2.65,Hyderabad
3.3,Hyderabad
34.0,Hyderabad
0.7,Chennai
6.83,Kochi
5.77,Kochi
3.1,Chennai
4.95,Mumbai
16.25,Bangalore
52.54,Coimbatore
6.4,Chennai
6.95,Bangalore
0.85,Kolkata
6.95,Chennai
3.45,Kolkata
2.75,Delhi
4.95,Delhi
9.62,Coimbatore
6.79,Coimbatore
4.5,Mumbai
3.01,Kochi
4.4,Bangalore
17.49,Hyderabad
4.66,Coimbatore
5.5,Chennai
6.0,Ahmedabad
2.4,Hyderabad
10.19,Kochi
5.25,Kochi
45.0,Hyderabad
2.7,Ahmedabad
3.39,Coimbatore
5.69,Hyderabad
58.54,Kochi
8.4,Hyderabad
2.5,Hyderabad
3.25,Pune
3.25,Mumbai
4.25,Pune
18.5,Jaipur
2.4,Hyderabad
4.25,Jaipur
8.85,Mumbai
4.14,Coimbatore
12.75,Mumbai
7.0,Hyderabad
33.0,Hyderabad
10.0,Ahmedabad
3.53,Kochi
1.35,Jaipur
4.5,Delhi
4.9,Pune
12.26,Kochi
3.99,Mumbai
46.95,Mumbai
3.8,Hyderabad
6.75,Ahmedabad
8.75,Coimbatore
5.2,Chennai
8.42,Kochi
3.0,Pune
5.75,Mumbai
9.75,Kolkata
3.5,Delhi
30.0,Jaipur
35.0,Delhi
13.25,Coimbatore
3.65,Mumbai
5.25,Jaipur
9.7,Delhi
5.21,Coimbatore
6.3,Pune
4.72,Kochi
28.0,Chennai
8.37,Coimbatore
14.0,Delhi
36.0,Hyderabad
6.4,Pune
51.69,Coimbatore
8.0,Jaipur
9.8,Hyderabad
2.7,Hyderabad
24.37,Coimbatore
9.72,Kochi
5.0,Pune
10.5,Pune
3.9,Jaipur
5.65,Coimbatore
29.95,Mumbai
3.0,Bangalore
6.0,Kolkata
2.11,Mumbai
1.49,Kolkata
1.5,Jaipur
4.67,Coimbatore
2.85,Bangalore
33.64,Coimbatore
0.91,Hyderabad
2.42,Jaipur
3.25,Kolkata
2.8,Kolkata
8.3,Coimbatore
5.25,Bangalore
2.9,Jaipur
15.0,Pune
0.53,Jaipur
12.5,Mumbai
2.75,Mumbai
5.0,Pune
7.09,Kochi
19.99,Hyderabad
10.75,Mumbai
9.45,Mumbai
2.9,Hyderabad
4.7,Kolkata
7.11,Coimbatore
6.25,Jaipur
2.2,Hyderabad
8.86,Kochi
9.3,Delhi
7.57,Coimbatore
7.9,Chennai
5.65,Kochi
3.25,Delhi
16.27,Coimbatore
3.21,Coimbatore
3.9,Kolkata
6.5,Mumbai
48.0,Hyderabad
18.9,Mumbai
3.6,Pune
5.5,Kolkata
7.0,Pune
41.75,Bangalore
10.5,Hyderabad
10.09,Coimbatore
3.0,Delhi
12.0,Chennai
4.91,Jaipur
2.0,Kolkata
5.3,Hyderabad
7.22,Mumbai
32.57,Kochi
2.75,Mumbai
4.33,Kochi
3.75,Hyderabad
5.91,Kochi
4.35,Chennai
3.25,Delhi
68.0,Pune
5.5,Mumbai
12.08,Kochi
7.48,Kochi
5.5,Jaipur
3.5,Jaipur
1.6,Delhi
15.5,Delhi
19.0,Hyderabad
8.4,Hyderabad
7.25,Pune
4.25,Kolkata
5.7,Delhi
26.0,Hyderabad
2.49,Hyderabad
3.0,Pune
5.95,Delhi
2.69,Delhi
26.0,Bangalore
5.5,Kolkata
4.85,Chennai
8.39,Kochi
7.99,Hyderabad
6.95,Hyderabad
1.5,Mumbai
1.55,Mumbai
2.75,Bangalore
4.25,Mumbai
2.85,Kolkata
56.14,Coimbatore
10.0,Ahmedabad
1.25,Mumbai
7.5,Kolkata
25.81,Coimbatore
4.3,Ahmedabad
11.0,Chennai
11.75,Jaipur
6.58,Coimbatore
4.8,Chennai
1.65,Pune
15.0,Kolkata
1.0,Ahmedabad
1.65,Hyderabad
3.6,Ahmedabad
11.5,Delhi
3.6,Ahmedabad
3.05,Pune
6.0,Bangalore
3.75,Ahmedabad
6.17,Coimbatore
9.05,Coimbatore
4.05,Coimbatore
4.25,Pune
3.75,Kolkata
11.85,Mumbai
8.24,Kochi
5.99,Hyderabad
6.5,Jaipur
58.91,Coimbatore
8.0,Delhi
4.64,Kochi
3.32,Kochi
2.78,Chennai
8.95,Kochi
21.95,Mumbai
7.9,Ahmedabad
29.0,Kolkata
3.25,Kolkata
5.9,Mumbai
9.88,Coimbatore
8.78,Coimbatore
2.75,Kolkata
5.98,Kochi
31.0,Delhi
3.55,Delhi
6.24,Kochi
2.19,Kolkata
5.5,Hyderabad
2.1,Pune
14.0,Kolkata
5.5,Mumbai
1.2,Pune
5.3,Hyderabad
6.3,Chennai
40.47,Kochi
16.1,Delhi
25.0,Delhi
7.95,Mumbai
2.65,Delhi
2.81,Coimbatore
17.5,Hyderabad
3.3,Mumbai
5.34,Kochi
8.5,Hyderabad
2.69,Kochi
11.5,Ahmedabad
4.06,Coimbatore
49.0,Hyderabad
4.6,Bangalore
3.96,Delhi
5.6,Mumbai
3.75,Kolkata
5.5,Jaipur
3.0,Delhi
3.0,Mumbai
2.95,Pune
2.45,Hyderabad
13.99,Pune
60.75,Bangalore
1.17,Kolkata
4.5,Chennai
2.5,Mumbai
20.5,Chennai
3.9,Delhi
3.5,Chennai
8.3,Hyderabad
2.5,Chennai
2.65,Kolkata
7.42,Kochi
4.63,Kochi
1.09,Kolkata
3.8,Delhi
15.75,Mumbai
5.27,Coimbatore
2.75,Mumbai
7.4,Chennai
3.9,Jaipur
0.7,Jaipur
5.9,Pune
9.58,Coimbatore
24.95,Delhi
4.29,Kochi
11.5,Delhi
9.65,Mumbai
3.75,Mumbai
1.1,Pune
31.41,Coimbatore
6.0,Pune
5.55,Pune
10.91,Jaipur
7.25,Kolkata
3.9,Hyderabad
3.95,Delhi
22.0,Mumbai
3.38,Delhi
3.45,Mumbai
5.75,Delhi
2.75,Jaipur
30.3,Kochi
7.5,Hyderabad
6.87,Coimbatore
15.2,Bangalore
3.5,Chennai
5.85,Hyderabad
2.5,Hyderabad
3.95,Pune
27.0,Jaipur
6.75,Bangalore
1.5,Jaipur
3.9,Hyderabad
6.55,Hyderabad
9.44,Kochi
10.77,Coimbatore
7.5,Ahmedabad
3.0,Kolkata
11.75,Chennai
3.29,Kochi
6.5,Chennai
3.8,Delhi
18.0,Hyderabad
4.95,Bangalore
4.52,Kochi
8.0,Kolkata
6.26,Coimbatore
7.5,Chennai
3.65,Delhi
3.35,Mumbai
5.5,Mumbai
5.25,Bangalore
16.25,Bangalore
2.7,Delhi
32.9,Chennai
3.41,Coimbatore
4.15,Hyderabad
5.9,Hyderabad
11.5,Pune
4.75,Kolkata
3.5,Chennai
7.25,Pune
4.35,Mumbai
4.99,Coimbatore
7.65,Bangalore
9.0,Chennai
6.9,Chennai
2.9,Chennai
5.75,Kolkata
8.0,Kolkata
4.41,Kochi
4.95,Mumbai
14.4,Hyderabad
2.95,Chennai
8.14,Coimbatore
8.45,Hyderabad
12.5,Pune
6.5,Mumbai
7.72,Coimbatore
8.0,Chennai
3.0,Chennai
29.0,Mumbai
4.11,Kolkata
5.37,Coimbatore
6.55,Mumbai
7.0,Chennai
5.48,Mumbai
6.51,Kochi
5.15,Pune
9.0,Hyderabad
2.75,Mumbai
1.2,Pune
12.5,Bangalore
7.69,Kochi
4.57,Kochi
4.5,Mumbai
4.9,Hyderabad
1.65,Kolkata
3.25,Mumbai
6.25,Chennai
12.13,Kochi
3.25,Jaipur
29.0,Hyderabad
5.53,Kochi
8.75,Hyderabad
37.9,Bangalore
2.4,Delhi
4.55,Chennai
2.65,Delhi
1.6,Pune
25.72,Coimbatore
4.15,Ahmedabad
7.23,Jaipur
2.6,Bangalore
7.25,Mumbai
14.29,Kochi
17.25,Hyderabad
7.5,Pune
4.35,Hyderabad
8.9,Pune
3.5,Kolkata
6.1,Kolkata
3.2,Mumbai
4.9,Jaipur
3.69,Kochi
3.98,Chennai
2.95,Kolkata
15.21,Kochi
6.3,Hyderabad
6.69,Kochi
9.5,Mumbai
2.65,Mumbai
7.5,Ahmedabad
1.85,Bangalore
5.63,Kochi
11.78,Coimbatore
0.85,Hyderabad
3.35,Mumbai
4.11,Kochi
25.51,Ahmedabad
3.1,Jaipur
33.5,Delhi
4.8,Kolkata
3.49,Kolkata
5.15,Mumbai
14.41,Mumbai
4.75,Mumbai
19.0,Jaipur
4.9,Hyderabad
6.3,Chennai
2.4,Jaipur
3.0,Pune
4.25,Delhi
6.3,Hyderabad
8.15,Kochi
3.22,Kochi
7.65,Kochi
30.0,Delhi
2.3,Pune
22.0,Delhi
3.28,Pune
7.09,Kochi
6.46,Coimbatore
4.0,Chennai
11.0,Delhi
49.79,Coimbatore
4.8,Kolkata
35.0,Bangalore
21.99,Bangalore
1.1,Mumbai
6.6,Delhi
4.5,Pune
1.0,Pune
6.9,Chennai
16.75,Hyderabad
25.49,Mumbai
35.5,Chennai
6.28,Kochi
4.88,Delhi
3.7,Hyderabad
3.45,Kochi
10.23,Kochi
6.5,Bangalore
6.15,Mumbai
2.9,Mumbai
5.5,Ahmedabad
31.0,Chennai
4.25,Delhi
5.48,Kochi
7.25,Bangalore
3.0,Hyderabad
29.5,Hyderabad
1.49,Mumbai
3.65,Pune
10.9,Ahmedabad
4.3,Bangalore
6.11,Pune
15.5,Hyderabad
6.9,Mumbai
4.69,Bangalore
3.19,Kochi
3.75,Pune
8.6,Pune
3.85,Chennai
67.83,Coimbatore
9.31,Coimbatore
3.0,Pune
5.5,Bangalore
13.3,Hyderabad
23.0,Hyderabad
3.35,Mumbai
10.0,Chennai
2.95,Delhi
6.75,Pune
2.44,Pune
5.85,Mumbai
7.4,Kochi
3.8,Pune
3.8,Hyderabad
2.7,Kolkata
7.21,Jaipur
7.9,Hyderabad
4.2,Kolkata
5.75,Mumbai
3.45,Hyderabad
25.75,Bangalore
16.59,Coimbatore
4.69,Coimbatore
7.5,Mumbai
16.5,Hyderabad
1.99,Kolkata
5.25,Chennai
5.4,Mumbai
3.9,Mumbai
5.8,Mumbai
30.5,Pune
5.6,Hyderabad
23.0,Ahmedabad
5.15,Jaipur
9.48,Coimbatore
2.38,Bangalore
3.8,Hyderabad
5.5,Delhi
3.55,Hyderabad
6.35,Mumbai
36.0,Delhi
1.1,Hyderabad
3.7,Mumbai
13.5,Delhi
2.85,Mumbai
2.13,Coimbatore
7.75,Ahmedabad
2.85,Chennai
4.95,Jaipur
6.2,Kochi
17.5,Pune
2.25,Pune
6.75,Delhi
9.73,Kochi
8.49,Kochi
25.0,Mumbai
5.59,Coimbatore
4.8,Mumbai
5.45,Delhi
6.5,Pune
4.35,Chennai
3.75,Kolkata
12.0,Pune
32.0,Delhi
4.0,Jaipur
2.6,Kolkata
4.45,Jaipur
2.6,Pune
16.0,Chennai
32.5,Delhi
13.85,Mumbai
8.76,Coimbatore
23.68,Kochi
5.5,Chennai
65.81,Coimbatore
4.99,Kolkata
5.7,Chennai
11.99,Coimbatore
29.99,Mumbai
9.5,Chennai
5.5,Hyderabad
23.0,Bangalore
2.95,Hyderabad
4.9,Kochi
1.3,Chennai
4.25,Delhi
16.36,Kochi
9.95,Kolkata
5.5,Bangalore
8.25,Delhi
0.95,Chennai
4.01,Kochi
8.2,Kochi
6.2,Chennai
16.75,Chennai
16.5,Delhi
3.75,Mumbai
3.5,Kolkata
5.43,Coimbatore
30.35,Coimbatore
7.99,Hyderabad
3.59,Coimbatore
1.9,Chennai
4.7,Chennai
7.25,Chennai
24.46,Kochi
3.9,Pune
5.15,Coimbatore
3.65,Mumbai
5.0,Kolkata
2.3,Kolkata
0.75,Pune
1.85,Kochi
1.8,Kolkata
4.41,Kochi
2.0,Chennai
5.55,Hyderabad
31.75,Bangalore
32.0,Bangalore
21.0,Hyderabad
2.75,Ahmedabad
2.64,Coimbatore
14.19,Kochi
3.85,Jaipur
15.5,Delhi
1.9,Mumbai
1.26,Kochi
2.4,Chennai
11.5,Bangalore
8.25,Jaipur
2.75,Pune
1.4,Delhi
2.9,Coimbatore
2.4,Chennai
4.75,Pune
44.76,Kochi
6.22,Kochi
4.5,Chennai
4.25,Mumbai
5.5,Hyderabad
6.95,Mumbai
4.56,Coimbatore
13.82,Coimbatore
5.65,Mumbai
6.2,Kochi
3.25,Delhi
8.5,Kolkata
7.25,Bangalore
4.61,Pune
5.3,Delhi
1.9,Ahmedabad
3.09,Kochi
9.5,Mumbai
12.65,Mumbai
4.25,Delhi
2.95,Hyderabad
3.45,Hyderabad
3.3,Hyderabad
8.0,Hyderabad
2.71,Kolkata
2.7,Hyderabad
4.5,Mumbai
18.75,Delhi
5.25,Pune
3.2,Hyderabad
6.0,Pune
3.14,Kolkata
2.55,Jaipur
2.3,Jaipur
5.65,Hyderabad
48.22,Kochi
3.0,Jaipur
7.5,Ahmedabad
2.6,Bangalore
61.25,Mumbai
3.5,Chennai
28.95,Kochi
15.0,Pune
4.25,Jaipur
6.6,Pune
5.2,Hyderabad
10.0,Chennai
35.0,Bangalore
8.75,Mumbai
4.57,Coimbatore
2.5,Delhi
1.75,Chennai
20.11,Kochi
7.8,Hyderabad
3.61,Coimbatore
1.11,Pune
4.6,Mumbai
85.0,Ahmedabad
5.25,Kolkata
3.3,Delhi
17.75,Bangalore
35.0,Delhi
13.39,Coimbatore
2.5,Chennai
18.36,Kochi
5.95,Jaipur
11.0,Mumbai
64.75,Delhi
6.3,Hyderabad
11.94,Kochi
5.95,Mumbai
11.0,Ahmedabad
12.53,Coimbatore
3.75,Bangalore
27.0,Pune
9.95,Pune
4.2,Jaipur
2.0,Delhi
3.25,Kolkata
34.0,Bangalore
30.37,Coimbatore
12.6,Kochi
5.09,Kochi
24.5,Bangalore
7.97,Kochi
2.9,Delhi
21.33,Kochi
6.5,Bangalore
12.15,Coimbatore
4.25,Kolkata
35.84,Coimbatore
3.0,Chennai
6.75,Chennai
5.65,Bangalore
7.5,Pune
13.34,Kochi
7.9,Hyderabad
6.98,Coimbatore
5.75,Mumbai
2.65,Kolkata
2.49,Kolkata
1.5,Pune
6.5,Kochi
8.0,Hyderabad
30.85,Coimbatore
17.15,Kochi
4.55,Hyderabad
7.4,Hyderabad
25.64,Kochi
13.5,Kolkata
3.55,Bangalore
15.0,Ahmedabad
1.95,Pune
2.3,Pune
15.0,Chennai
3.15,Chennai
5.0,Hyderabad
24.75,Jaipur
2.6,Pune
3.75,Ahmedabad
4.85,Ahmedabad
27.0,Jaipur
3.0,Kolkata
28.75,Delhi
14.49,Hyderabad
72.0,Delhi
4.0,Chennai
4.5,Delhi
6.25,Mumbai
11.5,Pune
3.1,Pune
10.11,Mumbai
11.54,Coimbatore
1.0,Delhi
2.5,Kolkata
18.0,Kochi
6.85,Coimbatore
2.97,Kochi
4.75,Pune
7.38,Coimbatore
42.75,Delhi
3.65,Bangalore
5.99,Kochi
13.5,Pune
7.0,Chennai
10.95,Hyderabad
2.95,Pune
5.5,Ahmedabad
17.08,Kochi
6.85,Hyderabad
10.5,Jaipur
8.75,Hyderabad
2.7,Kolkata
4.25,Mumbai
7.9,Pune
4.5,Delhi
4.0,Kolkata
4.75,Delhi
7.65,Kolkata
3.47,Kochi
5.64,Kochi
2.95,Kolkata
5.65,Jaipur
8.41,Kochi
0.85,Pune
0.8,Pune
5.65,Coimbatore
4.5,Kolkata
6.9,Ahmedabad
2.2,Mumbai
4.0,Jaipur
5.6,Mumbai
2.2,Delhi
4.0,Bangalore
16.0,Jaipur
12.6,Mumbai
4.79,Kochi
3.65,Mumbai
6.83,Kochi
0.51,Jaipur
0.69,Pune
4.65,Delhi
6.49,Kolkata
2.9,Chennai
7.4,Delhi
3.25,Bangalore
1.95,Ahmedabad
4.0,Jaipur
6.85,Delhi
5.45,Coimbatore
1.99,Hyderabad
8.99,Hyderabad
6.5,Kolkata
9.27,Coimbatore
6.99,Ahmedabad
36.76,Coimbatore
17.08,Kochi
2.8,Kolkata
2.49,Kolkata
8.85,Jaipur
4.15,Ahmedabad
10.0,Hyderabad
4.75,Delhi
3.2,Jaipur
3.28,Kochi
7.5,Bangalore
7.39,Coimbatore
3.65,Pune
11.0,Chennai
3.0,Kolkata
2.25,Chennai
2.83,Kochi
4.11,Coimbatore
14.7,Kolkata
25.0,Pune
2.35,Bangalore
6.41,Coimbatore
5.75,Ahmedabad
17.55,Chennai
10.25,Jaipur
3.16,Kochi
22.5,Bangalore
3.55,Kochi
9.86,Kochi
45.0,Chennai
7.99,Kochi
6.5,Jaipur
0.75,Kolkata
9.87,Coimbatore
6.36,Kochi
9.5,Mumbai
6.05,Kochi
2.15,Mumbai
5.5,Hyderabad
1.25,Kolkata
11.99,Coimbatore
2.5,Mumbai
11.66,Kochi
0.53,Jaipur
